pedido_id,fecha_hora,noche_id,dia_semana,semana_id,tipo_taco,num_tacos,nivel_salsa,para_llevar,minuto_turno,encargo_programado,estado_calidad
L3-P0538,2026-07-24T20:20,L3-N14,viernes,L3-W04,campechano,8,alta,1,140,0,válido
L3-P0539,2026-07-24T21:03,L3-N14,viernes,L3-W04,tripa,3,media,0,183,0,válido
L3-P0540,2026-07-24T20:28,L3-N14,viernes,L3-W04,pastor,5,alta,1,148,0,válido
L3-P0541,2026-07-24T20:13,L3-N14,viernes,L3-W04,suadero,4,sin,0,133,0,válido
L3-P0542,2026-07-24T20:24,L3-N14,viernes,L3-W04,campechano,5,alta,0,144,0,válido
L3-P0543,2026-07-24T20:37,L3-N14,viernes,L3-W04,tripa,5,alta,0,157,0,válido
L3-P0544,2026-07-24T19:11,L3-N14,viernes,L3-W04,pastor,1,media,1,71,0,válido
L3-P0545,2026-07-24T19:54,L3-N14,viernes,L3-W04,suadero,5,sin,0,114,0,válido
L3-P0546,2026-07-24T20:46,L3-N14,viernes,L3-W04,campechano,6,sin,0,166,0,válido
L3-P0547,2026-07-24T20:05,L3-N14,viernes,L3-W04,tripa,4,sin,0,125,0,válido
L3-P0548,2026-07-24T20:16,L3-N14,viernes,L3-W04,pastor,3,sin,0,136,0,válido
L3-P0549,2026-07-24T21:12,L3-N14,viernes,L3-W04,suadero,2,media,1,192,0,válido
L3-P0550,2026-07-24T20:20,L3-N14,viernes,L3-W04,campechano,2,media,0,140,0,válido
L3-P0551,2026-07-24T20:27,L3-N14,viernes,L3-W04,tripa,5,alta,0,147,0,válido
L3-P0552,2026-07-24T21:38,L3-N14,viernes,L3-W04,pastor,12,sin,1,218,0,válido
L3-P0553,2026-07-24T20:40,L3-N14,viernes,L3-W04,suadero,3,media,0,160,0,válido
L3-P0554,2026-07-24T19:55,L3-N14,viernes,L3-W04,campechano,5,alta,1,115,0,válido
L3-P0555,2026-07-24T21:43,L3-N14,viernes,L3-W04,tripa,1,alta,0,223,0,válido
L3-P0556,2026-07-24T20:43,L3-N14,viernes,L3-W04,pastor,3,alta,1,163,0,válido
L3-P0557,2026-07-24T22:17,L3-N14,viernes,L3-W04,suadero,4,media,1,257,0,válido
L3-P0558,2026-07-24T21:18,L3-N14,viernes,L3-W04,campechano,3,media,1,198,0,válido
L3-P0559,2026-07-24T21:33,L3-N14,viernes,L3-W04,tripa,6,alta,1,213,0,válido
L3-P0560,2026-07-24T19:43,L3-N14,viernes,L3-W04,pastor,3,alta,0,103,0,válido
L3-P0561,2026-07-24T21:30,L3-N14,viernes,L3-W04,suadero,3,sin,1,210,0,válido
L3-P0562,2026-07-24T19:15,L3-N14,viernes,L3-W04,campechano,6,alta,1,75,0,válido
L3-P0563,2026-07-24T21:47,L3-N14,viernes,L3-W04,tripa,8,alta,0,227,0,válido
L3-P0564,2026-07-24T20:05,L3-N14,viernes,L3-W04,pastor,6,alta,0,125,0,válido
L3-P0565,2026-07-24T22:00,L3-N14,viernes,L3-W04,suadero,2,sin,0,240,0,válido
L3-P0566,2026-07-24T19:27,L3-N14,viernes,L3-W04,campechano,8,alta,1,87,0,válido
L3-P0567,2026-07-24T20:09,L3-N14,viernes,L3-W04,tripa,10,media,0,129,0,válido
L3-P0568,2026-07-24T22:30,L3-N14,viernes,L3-W04,pastor,4,media,1,270,0,válido
L3-P0569,2026-07-24T19:14,L3-N14,viernes,L3-W04,suadero,5,media,0,74,0,válido
L3-P0570,2026-07-24T20:51,L3-N14,viernes,L3-W04,campechano,4,alta,1,171,0,válido
L3-P0571,2026-07-24T21:01,L3-N14,viernes,L3-W04,tripa,4,media,1,181,0,válido
L3-P0572,2026-07-24T19:52,L3-N14,viernes,L3-W04,pastor,6,alta,1,112,0,válido
L3-P0573,2026-07-24T20:04,L3-N14,viernes,L3-W04,suadero,4,media,0,124,0,válido
L3-P0574,2026-07-24T20:46,L3-N14,viernes,L3-W04,campechano,5,sin,1,166,0,válido
L3-P0575,2026-07-24T19:03,L3-N14,viernes,L3-W04,tripa,4,media,0,63,0,válido
L3-P0576,2026-07-24T19:12,L3-N14,viernes,L3-W04,pastor,8,alta,1,72,0,válido
L3-P0577,2026-07-24T20:15,L3-N14,viernes,L3-W04,suadero,4,alta,1,135,0,válido
L3-P0578,2026-07-24T20:46,L3-N14,viernes,L3-W04,campechano,12,sin,0,166,0,válido
L3-P0579,2026-07-24T18:56,L3-N14,viernes,L3-W04,tripa,8,sin,0,56,0,válido
L3-P0580,2026-07-24T21:02,L3-N14,viernes,L3-W04,pastor,4,media,1,182,0,válido
L3-P0581,2026-07-24T19:33,L3-N14,viernes,L3-W04,suadero,4,sin,0,93,0,válido
L3-P0582,2026-07-25T20:18,L3-N15,sábado,L3-W04,campechano,6,media,1,138,0,válido
L3-P0583,2026-07-25T19:26,L3-N15,sábado,L3-W04,tripa,5,sin,0,86,0,válido
L3-P0584,2026-07-25T19:13,L3-N15,sábado,L3-W04,pastor,2,alta,0,73,0,válido
L3-P0585,2026-07-25T20:52,L3-N15,sábado,L3-W04,suadero,4,media,1,172,0,válido
L3-P0586,2026-07-25T21:08,L3-N15,sábado,L3-W04,campechano,3,media,1,188,0,válido
L3-P0587,2026-07-25T19:05,L3-N15,sábado,L3-W04,tripa,5,media,1,65,0,válido
L3-P0588,2026-07-25T20:20,L3-N15,sábado,L3-W04,pastor,10,sin,0,140,0,válido
L3-P0589,2026-07-25T22:06,L3-N15,sábado,L3-W04,suadero,6,alta,1,246,0,válido
L3-P0590,2026-07-25T20:41,L3-N15,sábado,L3-W04,campechano,3,alta,1,161,0,válido
L3-P0591,2026-07-25T19:55,L3-N15,sábado,L3-W04,tripa,5,alta,0,115,0,válido
L3-P0592,2026-07-25T19:22,L3-N15,sábado,L3-W04,pastor,6,media,1,82,0,válido
L3-P0593,2026-07-25T20:02,L3-N15,sábado,L3-W04,suadero,8,sin,1,122,0,válido
L3-P0594,2026-07-25T19:16,L3-N15,sábado,L3-W04,campechano,10,sin,1,76,0,válido
L3-P0595,2026-07-25T21:50,L3-N15,sábado,L3-W04,tripa,5,sin,1,230,0,válido
L3-P0596,2026-07-25T20:57,L3-N15,sábado,L3-W04,pastor,3,sin,1,177,0,válido
L3-P0597,2026-07-25T21:22,L3-N15,sábado,L3-W04,suadero,6,alta,1,202,0,válido
L3-P0598,2026-07-25T21:55,L3-N15,sábado,L3-W04,campechano,5,media,1,235,0,válido
L3-P0599,2026-07-25T19:08,L3-N15,sábado,L3-W04,tripa,6,media,1,68,0,válido
L3-P0600,2026-07-25T21:56,L3-N15,sábado,L3-W04,pastor,3,alta,0,236,0,válido
L3-P0601,2026-07-25T20:25,L3-N15,sábado,L3-W04,suadero,10,sin,0,145,0,válido
L3-P0602,2026-07-25T21:05,L3-N15,sábado,L3-W04,campechano,5,media,1,185,0,válido
L3-P0603,2026-07-25T21:21,L3-N15,sábado,L3-W04,tripa,2,media,0,201,0,válido
L3-P0604,2026-07-25T20:40,L3-N15,sábado,L3-W04,pastor,6,alta,1,160,0,válido
L3-P0605,2026-07-25T18:57,L3-N15,sábado,L3-W04,suadero,2,media,1,57,0,válido
L3-P0606,2026-07-25T22:08,L3-N15,sábado,L3-W04,campechano,3,alta,0,248,0,válido
L3-P0607,2026-07-25T19:33,L3-N15,sábado,L3-W04,tripa,5,media,1,93,0,válido
L3-P0608,2026-07-25T19:58,L3-N15,sábado,L3-W04,pastor,4,sin,1,118,0,válido
L3-P0609,2026-07-25T19:49,L3-N15,sábado,L3-W04,suadero,5,sin,1,109,0,válido
L3-P0610,2026-07-25T20:19,L3-N15,sábado,L3-W04,campechano,5,media,0,139,0,válido
L3-P0611,2026-07-25T20:55,L3-N15,sábado,L3-W04,tripa,8,sin,0,175,0,válido
L3-P0612,2026-07-25T22:17,L3-N15,sábado,L3-W04,pastor,4,media,0,257,0,válido
L3-P0613,2026-07-25T21:56,L3-N15,sábado,L3-W04,suadero,3,media,0,236,0,válido
L3-P0614,2026-07-25T20:50,L3-N15,sábado,L3-W04,campechano,10,media,1,170,0,válido
L3-P0615,2026-07-25T20:27,L3-N15,sábado,L3-W04,tripa,2,sin,0,147,0,válido
L3-P0616,2026-07-25T20:31,L3-N15,sábado,L3-W04,pastor,2,media,1,151,0,válido
L3-P0617,2026-07-25T20:46,L3-N15,sábado,L3-W04,suadero,5,sin,0,166,0,válido
L3-P0618,2026-07-25T19:55,L3-N15,sábado,L3-W04,campechano,5,media,0,115,0,válido
L3-P0619,2026-07-25T18:38,L3-N15,sábado,L3-W04,tripa,2,media,0,38,0,válido
L3-P0620,2026-07-25T19:43,L3-N15,sábado,L3-W04,pastor,6,media,0,103,0,válido
L3-P0621,2026-07-25T21:07,L3-N15,sábado,L3-W04,suadero,4,alta,1,187,0,válido
L3-P0622,2026-07-25T19:56,L3-N15,sábado,L3-W04,campechano,8,media,1,116,0,válido
L3-P0623,2026-07-25T19:46,L3-N15,sábado,L3-W04,tripa,5,sin,1,106,0,válido
L3-P0624,2026-07-25T21:09,L3-N15,sábado,L3-W04,pastor,5,media,0,189,0,válido
L3-P0625,2026-07-25T20:04,L3-N15,sábado,L3-W04,suadero,6,alta,1,124,0,válido
L3-P0626,2026-07-25T19:07,L3-N15,sábado,L3-W04,campechano,5,media,0,67,0,válido
L3-P0627,2026-07-25T21:29,L3-N15,sábado,L3-W04,tripa,4,media,0,209,0,válido
L3-P0628,2026-07-25T19:18,L3-N15,sábado,L3-W04,pastor,1,sin,0,78,0,válido
L3-P0629,2026-07-25T19:24,L3-N15,sábado,L3-W04,suadero,5,sin,1,84,0,válido
L3-P0630,2026-07-25T21:20,L3-N15,sábado,L3-W04,campechano,28,sin,0,200,1,válido
L3-P0631,2026-07-26T20:25,L3-N16,domingo,L3-W04,tripa,4,sin,0,145,0,válido
L3-P0632,2026-07-26T18:29,L3-N16,domingo,L3-W04,pastor,5,sin,0,29,0,válido
L3-P0633,2026-07-26T21:20,L3-N16,domingo,L3-W04,suadero,6,media,0,200,0,válido
L3-P0634,2026-07-26T21:21,L3-N16,domingo,L3-W04,campechano,2,sin,0,201,0,válido
L3-P0635,2026-07-26T19:35,L3-N16,domingo,L3-W04,tripa,4,sin,1,95,0,válido
L3-P0636,2026-07-26T20:50,L3-N16,domingo,L3-W04,pastor,3,alta,1,170,0,válido
L3-P0637,2026-07-26T19:13,L3-N16,domingo,L3-W04,suadero,2,alta,0,73,0,válido
L3-P0638,2026-07-26T19:10,L3-N16,domingo,L3-W04,campechano,10,sin,0,70,0,válido
L3-P0639,2026-07-26T21:33,L3-N16,domingo,L3-W04,tripa,6,alta,0,213,0,válido
L3-P0640,2026-07-26T20:20,L3-N16,domingo,L3-W04,pastor,5,alta,0,140,0,válido
L3-P0641,2026-07-26T20:09,L3-N16,domingo,L3-W04,suadero,3,sin,0,129,0,válido
L3-P0642,2026-07-26T20:45,L3-N16,domingo,L3-W04,campechano,8,sin,0,165,0,válido
L3-P0643,2026-07-26T21:35,L3-N16,domingo,L3-W04,tripa,2,alta,0,215,0,válido
L3-P0644,2026-07-26T19:57,L3-N16,domingo,L3-W04,pastor,5,sin,1,117,0,válido
L3-P0645,2026-07-26T20:24,L3-N16,domingo,L3-W04,suadero,3,media,1,144,0,válido
L3-P0646,2026-07-26T19:58,L3-N16,domingo,L3-W04,campechano,4,sin,1,118,0,válido
L3-P0647,2026-07-26T18:46,L3-N16,domingo,L3-W04,tripa,10,sin,1,46,0,válido
L3-P0648,2026-07-26T19:30,L3-N16,domingo,L3-W04,pastor,5,alta,0,90,0,válido
L3-P0649,2026-07-26T21:59,L3-N16,domingo,L3-W04,suadero,3,media,1,239,0,válido
L3-P0650,2026-07-26T19:30,L3-N16,domingo,L3-W04,campechano,8,alta,0,90,0,válido
L3-P0651,2026-07-26T21:41,L3-N16,domingo,L3-W04,tripa,6,media,0,221,0,válido
L3-P0652,2026-07-26T19:05,L3-N16,domingo,L3-W04,pastor,3,sin,1,65,0,válido
L3-P0653,2026-07-26T20:45,L3-N16,domingo,L3-W04,suadero,8,sin,1,165,0,válido
L3-P0654,2026-07-26T18:16,L3-N16,domingo,L3-W04,campechano,5,media,0,16,0,válido
L3-P0655,2026-07-26T20:23,L3-N16,domingo,L3-W04,tripa,3,media,1,143,0,válido
L3-P0656,2026-07-26T19:14,L3-N16,domingo,L3-W04,pastor,10,sin,0,74,0,válido
L3-P0657,2026-07-26T20:37,L3-N16,domingo,L3-W04,suadero,6,alta,0,157,0,válido
L3-P0658,2026-07-26T21:26,L3-N16,domingo,L3-W04,campechano,4,alta,0,206,0,válido
L3-P0659,2026-07-26T21:39,L3-N16,domingo,L3-W04,tripa,5,alta,1,219,0,válido
L3-P0660,2026-07-26T20:01,L3-N16,domingo,L3-W04,pastor,4,media,0,121,0,válido
L3-P0661,2026-07-26T20:12,L3-N16,domingo,L3-W04,suadero,3,media,0,132,0,válido
L3-P0662,2026-07-26T21:18,L3-N16,domingo,L3-W04,campechano,8,alta,0,198,0,válido
L3-P0663,2026-07-26T19:46,L3-N16,domingo,L3-W04,tripa,3,media,0,106,0,válido
L3-P0664,2026-07-26T21:04,L3-N16,domingo,L3-W04,pastor,10,alta,0,184,0,válido
L3-P0665,2026-07-26T21:05,L3-N16,domingo,L3-W04,suadero,4,alta,1,185,0,válido
L3-P0666,2026-07-26T18:37,L3-N16,domingo,L3-W04,campechano,10,media,1,37,0,válido
L3-P0667,2026-07-26T20:44,L3-N16,domingo,L3-W04,tripa,2,media,1,164,0,válido
L3-P0668,2026-07-26T21:17,L3-N16,domingo,L3-W04,pastor,5,sin,0,197,0,válido
L3-P0669,2026-07-26T20:59,L3-N16,domingo,L3-W04,suadero,8,alta,0,179,0,válido
L3-P0670,2026-07-26T20:33,L3-N16,domingo,L3-W04,campechano,4,alta,1,153,0,válido
L3-P0671,2026-07-26T20:17,L3-N16,domingo,L3-W04,tripa,5,alta,1,137,0,válido
L3-P0672,2026-07-26T18:27,L3-N16,domingo,L3-W04,pastor,8,media,1,27,0,válido
L3-P0673,2026-07-26T19:33,L3-N16,domingo,L3-W04,suadero,4,alta,0,93,0,válido
L3-P0674,2026-07-26T21:22,L3-N16,domingo,L3-W04,campechano,4,alta,0,202,0,válido
L3-P0675,2026-07-26T19:53,L3-N16,domingo,L3-W04,tripa,5,sin,1,113,0,válido
L3-P0676,2026-07-26T19:33,L3-N16,domingo,L3-W04,pastor,4,media,0,93,0,válido
L3-P0677,2026-07-26T20:08,L3-N16,domingo,L3-W04,suadero,3,alta,1,128,0,válido
L3-P0678,2026-07-26T19:24,L3-N16,domingo,L3-W04,campechano,6,alta,1,84,0,válido
L3-P0679,2026-07-26T21:46,L3-N16,domingo,L3-W04,tripa,3,alta,1,226,0,válido
L3-P0680,2026-07-26T20:01,L3-N16,domingo,L3-W04,pastor,4,media,0,121,0,válido
L3-P0681,2026-07-30T21:34,L3-N17,jueves,L3-W05,campechano,5,sin,0,214,0,válido
L3-P0682,2026-07-30T19:30,L3-N17,jueves,L3-W05,tripa,5,alta,0,90,0,válido
L3-P0683,2026-07-30T19:59,L3-N17,jueves,L3-W05,pastor,8,sin,1,119,0,válido
L3-P0684,2026-07-30T22:02,L3-N17,jueves,L3-W05,suadero,3,media,1,242,0,válido
L3-P0685,2026-07-30T19:22,L3-N17,jueves,L3-W05,campechano,2,alta,1,82,0,válido
L3-P0686,2026-07-30T18:55,L3-N17,jueves,L3-W05,tripa,3,sin,1,55,0,válido
L3-P0687,2026-07-30T20:20,L3-N17,jueves,L3-W05,pastor,4,sin,0,140,0,válido
L3-P0688,2026-07-30T20:30,L3-N17,jueves,L3-W05,suadero,5,alta,1,150,0,válido
L3-P0689,2026-07-30T21:02,L3-N17,jueves,L3-W05,campechano,10,media,0,182,0,válido
L3-P0690,2026-07-30T19:58,L3-N17,jueves,L3-W05,tripa,4,media,0,118,0,válido
L3-P0691,2026-07-30T19:57,L3-N17,jueves,L3-W05,pastor,4,media,0,117,0,válido
L3-P0692,2026-07-30T20:31,L3-N17,jueves,L3-W05,suadero,8,media,0,151,0,válido
L3-P0693,2026-07-30T21:01,L3-N17,jueves,L3-W05,campechano,3,alta,1,181,0,válido
L3-P0694,2026-07-30T20:13,L3-N17,jueves,L3-W05,tripa,4,media,1,133,0,válido
L3-P0695,2026-07-30T21:43,L3-N17,jueves,L3-W05,pastor,3,alta,1,223,0,válido
L3-P0696,2026-07-30T18:58,L3-N17,jueves,L3-W05,suadero,3,media,0,58,0,válido
L3-P0697,2026-07-30T20:41,L3-N17,jueves,L3-W05,campechano,3,alta,0,161,0,válido
L3-P0698,2026-07-30T21:12,L3-N17,jueves,L3-W05,tripa,4,alta,0,192,0,válido
L3-P0699,2026-07-30T21:50,L3-N17,jueves,L3-W05,pastor,6,media,1,230,0,válido
L3-P0700,2026-07-30T20:05,L3-N17,jueves,L3-W05,suadero,5,media,1,125,0,válido
L3-P0701,2026-07-30T19:38,L3-N17,jueves,L3-W05,campechano,3,alta,0,98,0,válido
L3-P0702,2026-07-30T21:00,L3-N17,jueves,L3-W05,tripa,8,sin,0,180,0,válido
L3-P0703,2026-07-30T22:29,L3-N17,jueves,L3-W05,pastor,4,sin,0,269,0,válido
L3-P0704,2026-07-30T18:55,L3-N17,jueves,L3-W05,suadero,4,alta,0,55,0,válido
L3-P0705,2026-07-30T21:10,L3-N17,jueves,L3-W05,campechano,4,sin,1,190,0,válido
L3-P0706,2026-07-30T19:50,L3-N17,jueves,L3-W05,tripa,10,media,0,110,0,válido
L3-P0707,2026-07-30T21:02,L3-N17,jueves,L3-W05,pastor,5,alta,0,182,0,válido
L3-P0708,2026-07-30T22:05,L3-N17,jueves,L3-W05,suadero,10,sin,0,245,0,válido
L3-P0709,2026-07-30T20:18,L3-N17,jueves,L3-W05,campechano,4,media,0,138,0,válido
L3-P0710,2026-07-30T19:48,L3-N17,jueves,L3-W05,tripa,4,media,0,108,0,válido
L3-P0711,2026-07-30T22:29,L3-N17,jueves,L3-W05,pastor,6,alta,1,269,0,válido
L3-P0712,2026-07-30T20:39,L3-N17,jueves,L3-W05,suadero,4,media,1,159,0,válido
L3-P0713,2026-07-30T19:38,L3-N17,jueves,L3-W05,campechano,4,media,1,98,0,válido
L3-P0714,2026-07-30T21:14,L3-N17,jueves,L3-W05,tripa,8,sin,0,194,0,válido
L3-P0715,2026-07-30T18:43,L3-N17,jueves,L3-W05,pastor,10,alta,1,43,0,válido
L3-P0716,2026-07-31T22:21,L3-N18,viernes,L3-W05,suadero,5,alta,0,261,0,válido
L3-P0717,2026-07-31T18:58,L3-N18,viernes,L3-W05,campechano,4,alta,1,58,0,válido
L3-P0718,2026-07-31T20:12,L3-N18,viernes,L3-W05,tripa,8,media,1,132,0,válido
L3-P0719,2026-07-31T20:51,L3-N18,viernes,L3-W05,pastor,4,sin,0,171,0,válido
L3-P0720,2026-07-31T18:22,L3-N18,viernes,L3-W05,suadero,5,media,1,22,0,válido
L3-P0721,2026-07-31T19:39,L3-N18,viernes,L3-W05,campechano,5,media,0,99,0,válido
L3-P0722,2026-07-31T22:03,L3-N18,viernes,L3-W05,tripa,4,sin,1,243,0,válido
L3-P0723,2026-07-31T20:50,L3-N18,viernes,L3-W05,pastor,12,media,0,170,0,válido
L3-P0724,2026-07-31T22:29,L3-N18,viernes,L3-W05,suadero,8,alta,1,269,0,válido
L3-P0725,2026-07-31T21:44,L3-N18,viernes,L3-W05,campechano,5,media,1,224,0,válido
L3-P0726,2026-07-31T21:35,L3-N18,viernes,L3-W05,tripa,3,sin,1,215,0,válido
L3-P0727,2026-07-31T20:21,L3-N18,viernes,L3-W05,pastor,4,alta,0,141,0,válido
L3-P0728,2026-07-31T20:39,L3-N18,viernes,L3-W05,suadero,4,sin,0,159,0,válido
L3-P0729,2026-07-31T20:42,L3-N18,viernes,L3-W05,campechano,2,alta,0,162,0,válido
L3-P0730,2026-07-31T18:33,L3-N18,viernes,L3-W05,tripa,5,alta,0,33,0,válido
L3-P0731,2026-07-31T21:13,L3-N18,viernes,L3-W05,pastor,8,media,1,193,0,válido
L3-P0732,2026-07-31T21:35,L3-N18,viernes,L3-W05,suadero,6,sin,0,215,0,válido
L3-P0733,2026-07-31T20:49,L3-N18,viernes,L3-W05,campechano,6,media,1,169,0,válido
L3-P0734,2026-07-31T21:10,L3-N18,viernes,L3-W05,tripa,4,media,1,190,0,válido
L3-P0735,2026-07-31T21:09,L3-N18,viernes,L3-W05,pastor,8,alta,1,189,0,válido
L3-P0736,2026-07-31T21:07,L3-N18,viernes,L3-W05,suadero,1,alta,1,187,0,válido
L3-P0737,2026-07-31T21:54,L3-N18,viernes,L3-W05,campechano,4,sin,1,234,0,válido
L3-P0738,2026-07-31T18:23,L3-N18,viernes,L3-W05,tripa,3,sin,0,23,0,válido
L3-P0739,2026-07-31T20:26,L3-N18,viernes,L3-W05,pastor,8,alta,1,146,0,válido
L3-P0740,2026-07-31T21:18,L3-N18,viernes,L3-W05,suadero,3,alta,1,198,0,válido
L3-P0741,2026-07-31T19:04,L3-N18,viernes,L3-W05,campechano,8,alta,0,64,0,válido
L3-P0742,2026-07-31T19:33,L3-N18,viernes,L3-W05,tripa,3,media,1,93,0,válido
L3-P0743,2026-07-31T21:54,L3-N18,viernes,L3-W05,pastor,10,sin,1,234,0,válido
L3-P0744,2026-07-31T21:43,L3-N18,viernes,L3-W05,suadero,6,alta,0,223,0,válido
L3-P0745,2026-07-31T20:53,L3-N18,viernes,L3-W05,campechano,4,sin,0,173,0,válido
L3-P0746,2026-07-31T21:33,L3-N18,viernes,L3-W05,tripa,10,media,0,213,0,válido
L3-P0747,2026-07-31T18:49,L3-N18,viernes,L3-W05,pastor,4,sin,1,49,0,válido
L3-P0748,2026-07-31T20:19,L3-N18,viernes,L3-W05,suadero,12,sin,1,139,0,válido
L3-P0749,2026-07-31T21:52,L3-N18,viernes,L3-W05,campechano,10,alta,0,232,0,válido
L3-P0750,2026-07-31T20:42,L3-N18,viernes,L3-W05,tripa,6,media,0,162,0,válido
L3-P0751,2026-07-31T19:36,L3-N18,viernes,L3-W05,pastor,4,sin,0,96,0,válido
L3-P0752,2026-08-01T20:46,L3-N19,sábado,L3-W05,suadero,1,alta,1,166,0,válido
L3-P0753,2026-08-01T19:56,L3-N19,sábado,L3-W05,campechano,4,sin,1,116,0,válido
L3-P0754,2026-08-01T20:02,L3-N19,sábado,L3-W05,tripa,5,sin,1,122,0,válido
L3-P0755,2026-08-01T22:06,L3-N19,sábado,L3-W05,pastor,4,media,0,246,0,válido
L3-P0756,2026-08-01T21:26,L3-N19,sábado,L3-W05,suadero,3,media,1,206,0,válido
L3-P0757,2026-08-01T19:48,L3-N19,sábado,L3-W05,campechano,6,media,1,108,0,válido
L3-P0758,2026-08-01T21:08,L3-N19,sábado,L3-W05,tripa,4,media,1,188,0,válido
L3-P0759,2026-08-01T20:12,L3-N19,sábado,L3-W05,pastor,3,sin,0,132,0,válido
L3-P0760,2026-08-01T19:30,L3-N19,sábado,L3-W05,suadero,4,sin,1,90,0,válido
L3-P0761,2026-08-01T19:30,L3-N19,sábado,L3-W05,campechano,6,alta,1,90,0,válido
L3-P0762,2026-08-01T21:15,L3-N19,sábado,L3-W05,tripa,8,alta,0,195,0,válido
L3-P0763,2026-08-01T21:06,L3-N19,sábado,L3-W05,pastor,3,sin,1,186,0,válido
L3-P0764,2026-08-01T21:08,L3-N19,sábado,L3-W05,suadero,1,alta,1,188,0,válido
L3-P0765,2026-08-01T20:11,L3-N19,sábado,L3-W05,campechano,2,alta,0,131,0,válido
L3-P0766,2026-08-01T22:12,L3-N19,sábado,L3-W05,tripa,3,sin,0,252,0,válido
L3-P0767,2026-08-01T21:43,L3-N19,sábado,L3-W05,pastor,2,alta,1,223,0,válido
L3-P0768,2026-08-01T19:40,L3-N19,sábado,L3-W05,suadero,10,media,1,100,0,válido
L3-P0769,2026-08-01T20:44,L3-N19,sábado,L3-W05,campechano,5,media,1,164,0,válido
L3-P0770,2026-08-01T20:19,L3-N19,sábado,L3-W05,tripa,6,media,0,139,0,válido
L3-P0771,2026-08-01T20:57,L3-N19,sábado,L3-W05,pastor,3,sin,0,177,0,válido
L3-P0772,2026-08-01T20:15,L3-N19,sábado,L3-W05,suadero,3,media,0,135,0,válido
L3-P0773,2026-08-01T19:50,L3-N19,sábado,L3-W05,campechano,5,alta,0,110,0,válido
L3-P0774,2026-08-01T20:00,L3-N19,sábado,L3-W05,tripa,3,media,0,120,0,válido
L3-P0775,2026-08-01T19:18,L3-N19,sábado,L3-W05,pastor,8,alta,1,78,0,válido
L3-P0776,2026-08-01T20:51,L3-N19,sábado,L3-W05,suadero,1,alta,1,171,0,válido
L3-P0777,2026-08-01T20:12,L3-N19,sábado,L3-W05,campechano,2,alta,1,132,0,válido
L3-P0778,2026-08-01T20:21,L3-N19,sábado,L3-W05,tripa,3,media,0,141,0,válido
L3-P0779,2026-08-01T20:56,L3-N19,sábado,L3-W05,pastor,5,sin,1,176,0,válido
L3-P0780,2026-08-01T20:53,L3-N19,sábado,L3-W05,suadero,5,sin,0,173,0,válido
L3-P0781,2026-08-01T20:29,L3-N19,sábado,L3-W05,campechano,5,media,1,149,0,válido
L3-P0782,2026-08-01T21:50,L3-N19,sábado,L3-W05,tripa,6,sin,0,230,0,válido
L3-P0783,2026-08-01T21:58,L3-N19,sábado,L3-W05,pastor,5,sin,1,238,0,válido
L3-P0784,2026-08-01T21:58,L3-N19,sábado,L3-W05,suadero,8,sin,1,238,0,válido
L3-P0785,2026-08-01T20:38,L3-N19,sábado,L3-W05,campechano,4,sin,1,158,0,válido
L3-P0786,2026-08-01T19:54,L3-N19,sábado,L3-W05,tripa,3,alta,0,114,0,válido
L3-P0787,2026-08-01T19:56,L3-N19,sábado,L3-W05,pastor,5,alta,0,116,0,válido
L3-P0788,2026-08-01T21:26,L3-N19,sábado,L3-W05,suadero,29,sin,0,206,1,válido
L3-P0789,2026-08-02T20:37,L3-N20,domingo,L3-W05,campechano,6,media,0,157,0,válido
L3-P0790,2026-08-02T19:09,L3-N20,domingo,L3-W05,tripa,4,alta,0,69,0,válido
L3-P0791,2026-08-02T19:44,L3-N20,domingo,L3-W05,pastor,4,media,0,104,0,válido
L3-P0792,2026-08-02T22:38,L3-N20,domingo,L3-W05,suadero,5,sin,1,278,0,válido
L3-P0793,2026-08-02T20:47,L3-N20,domingo,L3-W05,campechano,10,sin,0,167,0,válido
L3-P0794,2026-08-02T20:29,L3-N20,domingo,L3-W05,tripa,6,alta,0,149,0,válido
L3-P0795,2026-08-02T22:19,L3-N20,domingo,L3-W05,pastor,1,sin,1,259,0,válido
L3-P0796,2026-08-02T22:12,L3-N20,domingo,L3-W05,suadero,4,media,1,252,0,válido
L3-P0797,2026-08-02T21:27,L3-N20,domingo,L3-W05,campechano,2,sin,0,207,0,válido
L3-P0798,2026-08-02T20:30,L3-N20,domingo,L3-W05,tripa,4,alta,1,150,0,válido
L3-P0799,2026-08-02T19:38,L3-N20,domingo,L3-W05,pastor,6,media,0,98,0,válido
L3-P0800,2026-08-02T20:17,L3-N20,domingo,L3-W05,suadero,5,sin,1,137,0,válido
L3-P0801,2026-08-02T21:10,L3-N20,domingo,L3-W05,campechano,6,alta,1,190,0,válido
L3-P0802,2026-08-02T21:51,L3-N20,domingo,L3-W05,tripa,5,sin,1,231,0,válido
L3-P0803,2026-08-02T21:25,L3-N20,domingo,L3-W05,pastor,4,alta,0,205,0,válido
L3-P0804,2026-08-02T19:36,L3-N20,domingo,L3-W05,suadero,3,media,0,96,0,válido
L3-P0805,2026-08-02T20:48,L3-N20,domingo,L3-W05,campechano,12,media,1,168,0,válido
L3-P0806,2026-08-02T19:52,L3-N20,domingo,L3-W05,tripa,5,media,1,112,0,válido
